sample_id,genetic_run_name,datetime_collected,fork_length_mm,field_run_name
BTC22_10_B_1,LateFall,2022-05-20T13:12:00Z,65,Fall
BTC22_10_B_2,Spring,2022-05-23T10:42:00Z,81,Fall
BTC22_10_B_3,Fall,2022-05-25T13:45:00Z,64,Fall
BTC22_10_C_1,Fall,2022-05-16T12:15:00Z,92,Fall
BTC22_10_C_2,Fall,2022-05-16T12:20:00Z,82,Fall
BTC22_10_C_3,Fall,2022-05-16T12:30:00Z,86,Fall
BTC22_10_C_4,LateFall,2022-05-17T09:45:00Z,84,Fall
BTC22_10_C_5,LateFall,2022-05-17T09:53:00Z,83,Fall
BTC22_10_C_6,LateFall,2022-05-17T09:58:00Z,84,Fall
BTC22_10_C_7,LateFall,2022-05-17T10:01:00Z,91,Fall
BTC22_10_C_8,LateFall,2022-05-17T10:04:00Z,82,Fall
BTC22_1_A_1,Spring,NA,NA,NA
BTC22_1_A_2,Spring/Winter,NA,NA,NA
BTC22_1_A_3,Spring,NA,NA,NA
BTC22_2_A_1,Spring,2022-01-24T11:02:00Z,36,Fall
BTC22_2_A_2,Spring,2022-01-24T11:08:00Z,35,Fall
BTC22_2_A_3,Spring,2022-01-24T11:12:00Z,36,Fall
BTC22_3_A_1,Spring,2022-02-07T10:52:00Z,33,Fall
BTC22_4_B_1,Unknown,2022-02-21T07:54:00Z,53,Fall
BTC22_4_B_2,Unknown,2022-02-22T09:30:00Z,66,Fall
BTC22_4_B_3,Spring/Winter,2022-02-22T09:35:00Z,60,Fall
BTC22_6_B_1,Unknown,2022-03-22T09:06:00Z,77,Spring
BTC22_6_B_2,Unknown,2022-03-22T09:06:00Z,69,Fall
BTC22_7_A_1,Fall/LateFall,2022-04-11T09:10:00Z,31,LateFall
BTC22_7_B_1,Unknown,2022-04-05T09:22:00Z,79,Fall
BTC22_7_B_3,Unknown,2022-04-11T09:10:00Z,79,Fall
BTC22_7_B_4,Unknown,2022-04-11T09:27:00Z,73,Fall
BTC22_8_A_1,Unknown,2022-04-18T16:07:00Z,47,Fall
BTC22_8_A_2,Unknown,2022-04-18T16:10:00Z,33,LateFall
BTC22_8_A_3,Unknown,2022-04-18T16:13:00Z,31,LateFall
BTC22_8_B_1,Spring,2022-04-18T16:18:00Z,74,Fall
BTC22_8_B_3,Unknown,2022-04-25T11:50:00Z,68,Spring
BTC22_8_C_1,Spring/Winter,2022-04-18T16:00:00Z,93,Spring
BTC22_9_B_1,Fall,2022-05-02T12:06:00Z,82,Fall
BTC22_9_B_2,Spring,2022-05-02T12:07:00Z,84,Fall
BTC22_9_B_3,LateFall,2022-05-03T08:45:00Z,76,Fall
BTC22_9_C_1,Spring,2022-05-02T12:25:00Z,95,Spring
BTC22_9_C_2,Spring,2022-05-02T12:01:00Z,88,Fall
BTC22_9_C_3,Spring,2022-05-02T12:02:00Z,85,Fall
BTC22_9_C_4,Spring,NA,NA,NA
BTC22_9_D_1,Spring,2022-05-02T12:10:00Z,120,Spring
BTC23_10_A_1,Spring,2023-03-22T09:25:00Z,75,Unknown
BTC23_10_A_2,Spring,NA,NA,NA
BTC23_10_B_1,Spring,NA,NA,NA
BTC23_11_B_2,Spring,NA,NA,NA
BTC23_11_B_4,Winter,NA,NA,NA
BTC23_12_B_1,Fall,NA,NA,NA
BTC23_12_B_2,Fall,NA,NA,NA
BTC23_12_B_3,Fall,NA,NA,NA
BTC23_12_B_4,Spring,NA,NA,NA
BTC23_12_B_5,Spring,NA,NA,NA
BTC23_12_C_1,Spring,NA,NA,NA
BTC23_13_B_1,Spring,NA,NA,NA
BTC23_13_B_2,Spring,NA,NA,NA
BTC23_13_B_3,Spring,NA,NA,NA
BTC23_13_C_1,Spring,NA,NA,NA
BTC23_13_C_2,Spring,NA,NA,NA
BTC23_13_C_3,Spring,NA,NA,NA
BTC23_13_C_4,Spring,NA,NA,NA
BTC23_13_C_5,Spring,NA,NA,NA
BTC23_13_C_6,Spring,NA,NA,NA
BTC23_13_C_7,Fall,NA,NA,NA
BTC23_13_C_8,Spring,NA,NA,NA
BTC23_14_C_1,Fall,NA,NA,NA
BTC23_14_C_2,Spring,NA,NA,NA
BTC23_14_C_3,Spring,NA,NA,NA
BTC23_14_C_4,Spring,NA,NA,NA
BTC23_14_C_5,Winter,NA,NA,NA
BTC23_2_A_1,Spring,2022-11-25T08:48:00Z,34,Spring
BTC23_2_A_10,Spring,2022-11-25T00:00:00Z,34,Spring
BTC23_2_A_2,Spring,2022-11-25T08:50:00Z,35,Spring
BTC23_2_A_3,Spring,2022-11-25T08:54:00Z,36,Spring
BTC23_2_A_4,Spring,2022-11-25T08:56:00Z,34,Spring
BTC23_2_A_5,Spring,2022-11-25T08:58:59Z,34,Spring
BTC23_2_A_6,Spring,2022-11-25T09:03:00Z,34,Spring
BTC23_2_A_7,Spring,2022-11-25T09:07:00Z,35,Spring
BTC23_2_A_8,Spring,2022-11-25T09:22:00Z,34,Spring
BTC23_2_A_9,Spring,2022-11-25T09:25:00Z,35,Spring
BTC23_3_A_1,Spring,2022-12-05T08:40:00Z,36,Spring
BTC23_3_A_2,Spring,2022-12-05T08:42:00Z,34,Spring
BTC23_3_A_3,Spring,2022-12-05T08:46:59Z,34,Spring
BTC23_3_A_4,Spring,2022-12-05T08:49:00Z,34,Spring
BTC23_3_A_5,Spring,2022-12-05T08:50:00Z,35,Spring
BTC23_3_A_6,Spring,2022-12-09T09:29:59Z,33,Spring
BTC23_4_A_1,Spring,2022-12-19T02:50:00Z,36,Fall
BTC23_4_A_10,Spring,2022-12-20T10:09:00Z,32,Fall
BTC23_4_A_11,Spring,2022-12-20T10:20:00Z,34,Fall
BTC23_4_A_12,Spring,2022-12-20T10:26:00Z,32,Fall
BTC23_4_A_2,Spring,2022-12-19T02:53:00Z,32,Fall
BTC23_4_A_3,Spring,2022-12-19T03:00:00Z,NA,Fall
BTC23_4_A_4,Spring,2022-12-20T09:39:59Z,33,Fall
BTC23_4_A_5,Spring,2022-12-20T09:43:59Z,36,Fall
BTC23_4_A_6,Spring,2022-12-20T09:47:00Z,35,Fall
BTC23_4_A_7,Spring,2022-12-20T09:52:00Z,37,Fall
BTC23_4_A_8,Spring,2022-12-20T09:56:00Z,NA,Fall
BTC23_4_A_9,Spring,2022-12-20T10:05:00Z,36,Fall
BTC23_7_A_1,Spring,NA,NA,NA
BTC23_7_A_10,Spring,NA,NA,NA
BTC23_7_A_11,Spring,NA,NA,NA
BTC23_7_A_12,Spring,NA,NA,NA
BTC23_7_A_13,Spring,NA,NA,NA
BTC23_7_A_14,Spring,NA,NA,NA
BTC23_7_A_15,Spring,NA,NA,NA
BTC23_7_A_16,Spring,NA,NA,NA
BTC23_7_A_17,Spring,NA,NA,NA
BTC23_7_A_18,Spring,NA,NA,NA
BTC23_7_A_19,Spring,NA,NA,NA
BTC23_7_A_2,Spring,NA,NA,NA
BTC23_7_A_20,Spring,NA,NA,NA
BTC23_7_A_21,Spring,NA,NA,NA
BTC23_7_A_22,Spring,NA,NA,NA
BTC23_7_A_23,Spring,NA,NA,NA
BTC23_7_A_24,Spring,NA,NA,NA
BTC23_7_A_25,Spring,NA,NA,NA
BTC23_7_A_3,Spring,NA,NA,NA
BTC23_7_A_4,Spring,NA,NA,NA
BTC23_7_A_5,Spring,NA,NA,NA
BTC23_7_A_6,Spring,NA,NA,NA
BTC23_7_A_7,Spring,NA,NA,NA
BTC23_7_A_8,Spring,NA,NA,NA
BTC23_7_A_9,Spring,NA,NA,NA
BTC23_8_A_1,Spring,NA,NA,NA
BTC23_8_A_10,Fall,NA,NA,NA
BTC23_8_A_11,Spring,NA,NA,NA
BTC23_8_A_12,Spring,NA,NA,NA
BTC23_8_A_13,Spring,NA,NA,NA
BTC23_8_A_14,Spring,NA,NA,NA
BTC23_8_A_15,Spring,NA,NA,NA
BTC23_8_A_16,Spring,NA,NA,NA
BTC23_8_A_17,Spring,NA,NA,NA
BTC23_8_A_18,Spring,NA,NA,NA
BTC23_8_A_2,Spring,NA,NA,NA
BTC23_8_A_20,Spring,NA,NA,NA
BTC23_8_A_21,Spring,NA,NA,NA
BTC23_8_A_22,Spring,NA,NA,NA
BTC23_8_A_23,Spring,NA,NA,NA
BTC23_8_A_24,Spring,NA,NA,NA
BTC23_8_A_25,Spring,NA,NA,NA
BTC23_8_A_3,Spring,NA,NA,NA
BTC23_8_A_4,Spring,NA,NA,NA
BTC23_8_A_5,Spring,NA,NA,NA
BTC23_8_A_6,Spring,NA,NA,NA
BTC23_8_A_7,Spring,NA,NA,NA
BTC23_8_A_8,Spring,NA,NA,NA
BTC23_9_B_1,Spring,2023-03-07T00:00:00Z,62,Fall
BTC24_10_A_2,Fall,2024-03-13T00:00:00Z,34,Fall
BTC24_10_A_3,Fall,2024-03-13T00:00:00Z,35,Fall
BTC24_10_A_4,Fall/LateFall,2024-03-13T00:00:00Z,34,Fall
BTC24_10_A_5,Fall,2024-03-13T00:00:00Z,36,Fall
BTC24_11_A_1,Fall,2024-03-25T09:32:59Z,37,Fall
BTC24_11_C_1,Winter,2024-03-26T10:20:00Z,89,Spring
BTC24_11_C_2,Winter,2024-03-26T10:28:00Z,91,Spring
BTC24_11_C_3,Winter,2024-03-26T10:36:00Z,92,Spring
BTC24_12_A_1,Fall,2024-04-09T08:05:00Z,43,Fall
BTC24_13_C_1,Spring,2024-04-22T13:43:00Z,96,Spring
BTC24_13_C_10,Spring,2024-04-26T11:20:00Z,96,Spring
BTC24_13_C_2,Spring,2024-04-22T13:47:00Z,98,Spring
BTC24_13_C_3,Spring,2024-04-22T13:50:59Z,99,Spring
BTC24_13_C_4,Spring,2024-04-23T14:36:59Z,104,Spring
BTC24_13_C_5,Spring,2024-04-23T14:39:00Z,103,Spring
BTC24_13_C_6,Spring,2024-04-24T08:30:00Z,100,Spring
BTC24_13_C_7,Spring,2024-04-24T08:36:00Z,93,Spring
BTC24_13_C_8,Spring,2024-04-24T08:37:00Z,96,Spring
BTC24_13_C_9,Spring,2024-04-24T08:38:00Z,96,Spring
BTC24_14_B_1,Fall,2024-05-07T08:52:00Z,78,Unknown
BTC24_14_B_2,Fall,2024-05-10T08:13:59Z,78,Unknown
BTC24_14_B_3,Fall,2024-05-10T08:16:00Z,80,Unknown
BTC24_14_C_1,Spring,2024-05-07T08:42:00Z,101,Unknown
BTC24_14_C_2,Fall,2024-05-07T08:51:00Z,86,Unknown
BTC24_14_C_3,Spring,2024-05-08T08:26:59Z,91,Unknown
BTC24_14_C_4,Fall,2024-05-09T08:44:59Z,96,Unknown
BTC24_14_C_5,Fall,2024-05-09T08:50:00Z,95,Unknown
BTC24_14_C_6,Winter,2024-05-09T08:53:00Z,106,Unknown
BTC24_2_B_1,Winter,2023-11-20T09:41:00Z,76,Unknown
BTC24_2_D_1,Fall,2023-11-20T09:41:00Z,136,Unknown
BTC24_5_A_1,Spring,2024-01-04T14:54:00Z,37,Fall
BTC24_5_A_2,Spring,2024-01-04T14:54:00Z,37,Fall
BTC24_6_A_1,Spring,2024-01-15T09:54:00Z,36,Fall
BTC24_6_A_10,Spring,2024-01-19T13:13:00Z,36,Fall
BTC24_6_A_11,Spring,2024-01-19T13:13:59Z,37,Fall
BTC24_6_A_12,Spring,2024-01-19T13:15:00Z,37,Fall
BTC24_6_A_13,Spring,2024-01-19T13:15:00Z,37,Fall
BTC24_6_A_2,Spring,2024-01-19T13:05:59Z,36,Fall
BTC24_6_A_3,Spring,2024-01-19T13:06:59Z,38,Fall
BTC24_6_A_4,Spring,2024-01-19T13:09:00Z,37,Fall
BTC24_6_A_5,Spring,2024-01-19T13:10:00Z,37,Fall
BTC24_6_A_6,Spring,2024-01-19T13:10:00Z,36,Fall
BTC24_6_A_7,Spring,2024-01-19T13:11:00Z,36,Fall
BTC24_6_A_8,Spring,2024-01-19T13:11:00Z,36,Fall
BTC24_6_A_9,Spring,2024-01-19T13:13:00Z,37,Fall
BTC24_9_A_1,Fall,2024-02-29T08:42:00Z,35,Fall
BTC24_9_A_2,Fall,2024-02-29T08:42:00Z,33,Fall
BTC25_3_A_1,Spring,2024-12-03T11:25:00Z,32,Fall
BTC25_3_A_2,Spring,2024-12-05T08:09:59Z,32,Fall
BTC25_3_A_3,Spring,2024-12-07T11:21:00Z,36,Spring
BTC25_3_A_4,Spring,2024-12-07T11:23:00Z,35,Spring
BTC25_3_A_5,Unknown,2024-12-07T11:29:00Z,33,Fall
BTC25_4_A_1,Spring,2024-12-18T12:06:00Z,35,Fall
BTC25_4_A_10,Spring,2024-12-18T12:42:00Z,35,Fall
BTC25_4_A_11,Spring,2024-12-18T12:47:00Z,34,Fall
BTC25_4_A_12,Spring,2024-12-18T12:50:00Z,34,Fall
BTC25_4_A_13,Spring,2024-12-18T12:55:00Z,34,Fall
BTC25_4_A_14,Spring,2024-12-18T12:57:00Z,34,Fall
BTC25_4_A_15,Spring,2024-12-18T12:59:59Z,34,Fall
BTC25_4_A_16,Spring,2024-12-18T13:02:59Z,34,Fall
BTC25_4_A_17,Spring,2024-12-18T13:05:59Z,33,Fall
BTC25_4_A_18,Spring,2024-12-18T13:10:00Z,33,Fall
BTC25_4_A_19,Spring,2024-12-18T13:11:00Z,34,Fall
BTC25_4_A_2,Spring,2024-12-18T12:12:00Z,34,Fall
BTC25_4_A_20,Spring,2024-12-18T13:13:00Z,34,Fall
BTC25_4_A_3,Spring,2024-12-18T12:17:00Z,34,Fall
BTC25_4_A_4,Spring,2024-12-18T12:21:59Z,36,Fall
BTC25_4_A_5,Spring,2024-12-18T12:24:00Z,33,Fall
BTC25_4_A_6,Spring,2024-12-18T12:28:00Z,34,Fall
BTC25_4_A_7,Spring,2024-12-18T12:32:00Z,34,Fall
BTC25_4_A_8,Spring,2024-12-18T12:36:00Z,34,Fall
BTC25_4_A_9,Spring,2024-12-18T12:40:00Z,34,Fall
BUT22_10_B_1,Spring,2022-05-16T09:11:00Z,68,Spring
BUT22_10_B_2,Spring,2022-05-16T09:15:00Z,56,Spring
BUT22_10_B_3,Spring,2022-05-16T09:21:00Z,67,Spring
BUT22_10_B_4,Spring,2022-05-16T09:24:00Z,64,Spring
BUT22_10_C_1,Fall,2022-05-16T09:04:00Z,72,Spring
BUT22_10_C_2,Fall,2022-05-16T09:07:00Z,74,Spring
BUT22_10_C_3,Fall,2022-05-16T09:12:00Z,81,Spring
BUT22_10_C_4,Fall,2022-05-16T09:20:00Z,78,Spring
BUT22_1_A_1,Unknown,2022-01-10T09:30:00Z,37,Spring
BUT22_1_A_2,Spring/Winter,2022-01-10T09:40:00Z,35,Spring
BUT22_1_A_3,Spring,2022-01-10T09:50:00Z,36,Spring
BUT22_1_A_4,Spring,2022-01-10T10:00:00Z,36,Spring
BUT22_2_A_1,Spring/Winter,2022-01-24T10:00:00Z,37,Unknown
BUT22_2_A_2,Spring/Winter,2022-01-24T10:00:00Z,35,Unknown
BUT22_2_A_3,Spring/Winter,2022-01-24T10:00:00Z,37,Unknown
BUT22_2_A_4,Spring/Winter,2022-01-24T10:00:00Z,36,Unknown
BUT22_3_A_1,Spring,2022-02-07T09:30:00Z,35,Spring
BUT22_3_A_2,Spring,2022-02-07T09:40:00Z,33,Spring
BUT22_3_A_3,Spring,2022-02-07T09:45:00Z,33,Spring
BUT22_4_A_1,Spring,2022-02-21T09:30:00Z,32,Spring
BUT22_4_A_2,Spring,2022-02-21T09:37:00Z,33,Spring
BUT22_4_A_3,Spring,2022-02-21T09:42:00Z,35,Spring
BUT22_4_A_4,Spring,2022-02-21T09:50:00Z,34,Spring
BUT22_5_A_2,Spring,2022-03-07T09:40:00Z,34,Spring
BUT22_5_A_3,Spring,2022-03-07T09:49:00Z,39,Spring
BUT22_6_A_1,Spring,2022-03-21T09:30:00Z,36,Spring
BUT22_6_A_2,Spring,2022-03-21T09:30:00Z,32,Spring
BUT22_6_A_3,Spring,2022-03-21T10:06:00Z,42,Spring
BUT22_6_A_4,Spring,2022-03-21T10:08:00Z,48,Spring
BUT22_6_B_1,Spring,2022-03-21T10:10:00Z,59,Spring
BUT22_6_B_2,Spring,2022-03-26T09:15:00Z,61,Spring
BUT22_6_B_3,Spring,2022-03-26T09:18:00Z,61,Spring
BUT22_6_B_4,Spring,2022-03-28T08:45:00Z,54,Spring
BUT22_6_C_1,Spring,2022-03-28T08:45:00Z,75,Spring
BUT22_7_A_1,Spring,2022-04-04T09:20:00Z,48,Spring
BUT22_7_A_2,Spring,2022-04-04T09:25:00Z,49,Spring
BUT22_7_A_3,Spring,2022-04-04T09:26:00Z,43,Spring
BUT22_7_A_4,Spring,2022-04-04T09:27:00Z,41,Spring
BUT22_7_B_1,Spring,2022-04-04T09:10:00Z,59,Spring
BUT22_7_B_2,Spring,2022-04-04T09:11:00Z,68,Spring
BUT22_7_B_3,Spring,2022-04-04T09:13:00Z,65,Spring
BUT22_7_B_4,Spring,2022-04-04T09:15:00Z,67,Spring
BUT22_7_C_1,Spring,2022-04-04T09:00:00Z,79,Spring
BUT22_7_C_2,Spring,2022-04-04T09:40:00Z,71,Spring
BUT22_7_C_3,Spring,2022-04-04T10:23:00Z,73,Spring
BUT22_7_C_4,Spring,2022-04-05T10:09:00Z,73,Spring
BUT22_8_A_1,Spring,2022-04-18T09:20:00Z,50,Unknown
BUT22_8_A_2,Spring,2022-04-18T09:24:00Z,49,Unknown
BUT22_8_A_3,Spring,2022-04-18T10:46:00Z,47,Unknown
BUT22_8_A_4,Spring,2022-04-18T10:47:00Z,43,Unknown
BUT22_8_B_1,Spring,2022-04-18T09:32:00Z,52,Unknown
BUT22_8_B_2,Spring,2022-04-18T09:36:00Z,60,Unknown
BUT22_8_B_3,Spring,2022-04-18T09:34:00Z,64,Unknown
BUT22_8_B_4,Spring,2022-04-18T09:40:00Z,66,Unknown
BUT22_8_C_1,Spring,2022-04-18T09:27:00Z,73,Unknown
BUT22_8_C_3,Spring,2022-04-18T09:41:00Z,77,Unknown
BUT22_8_C_4,Spring,2022-04-18T09:43:00Z,80,Unknown
BUT22_9_A_1,Spring,2022-05-02T09:45:00Z,46,Spring
BUT22_9_A_2,Spring,2022-05-02T09:50:00Z,48,Spring
BUT22_9_A_3,Spring,2022-05-02T09:57:00Z,49,Spring
BUT22_9_A_4,Spring,2022-05-02T09:58:00Z,42,Spring
BUT22_9_B_1,Spring,2022-05-02T09:35:00Z,53,Spring
BUT22_9_B_2,Spring,2022-05-02T09:43:00Z,53,Spring
BUT22_9_B_3,Spring,2022-05-02T09:44:00Z,56,Spring
BUT22_9_B_4,Fall,2022-05-02T09:45:00Z,69,Spring
BUT22_9_B_5,Spring,2022-05-03T09:26:00Z,57,Spring
BUT22_9_B_6,Spring,2022-05-03T09:31:00Z,61,Spring
BUT22_9_C_1,Spring,2022-05-02T09:30:00Z,70,Spring
BUT22_9_C_10,Spring,2022-05-03T09:29:00Z,74,Spring
BUT22_9_C_11,Spring,2022-05-03T09:34:00Z,84,Spring
BUT22_9_C_2,Spring,2022-05-02T09:35:00Z,89,Spring
BUT22_9_C_3,Spring,2022-05-02T09:40:00Z,76,Spring
BUT22_9_C_4,Spring,2022-05-02T09:50:00Z,84,Spring
BUT22_9_C_5,Spring,2022-05-03T09:15:00Z,86,Spring
BUT22_9_C_6,Spring,2022-05-03T09:20:00Z,80,Spring
BUT22_9_C_7,Spring,2022-05-03T09:22:00Z,73,Spring
BUT22_9_C_8,Spring,2022-05-03T09:24:00Z,72,Spring
BUT22_9_C_9,Spring,2022-05-03T09:27:00Z,75,Spring
BUT22_9_D_1,Spring,2022-05-02T10:12:00Z,91,Spring
BUT22_9_D_2,Spring,2022-05-04T09:40:00Z,97,Spring
BUT22_9_D_3,Spring,2022-05-04T09:42:00Z,98,Spring
BUT23_10_A_1,Spring,NA,NA,NA
BUT23_10_A_2,Spring,NA,NA,NA
BUT23_10_A_3,Spring,NA,NA,NA
BUT23_10_A_4,Spring,NA,NA,NA
BUT23_10_A_5,Spring,NA,NA,NA
BUT23_10_A_6,Spring,NA,NA,NA
BUT23_10_A_7,Spring,NA,NA,NA
BUT23_11_A_1,Spring,NA,NA,NA
BUT23_11_A_2,Spring,NA,NA,NA
BUT23_11_A_3,Spring,NA,NA,NA
BUT23_11_A_4,Spring,NA,NA,NA
BUT23_11_A_5,Spring,NA,NA,NA
BUT23_11_A_6,Spring,NA,NA,NA
BUT23_11_A_7,Unknown,NA,NA,NA
BUT23_11_A_8,Spring,NA,NA,NA
BUT23_12_A_2,Spring,NA,NA,NA
BUT23_12_A_3,Spring,NA,NA,NA
BUT23_12_A_4,Spring,NA,NA,NA
BUT23_12_A_5,Spring,NA,NA,NA
BUT23_12_A_6,Spring,NA,NA,NA
BUT23_12_A_7,Spring,NA,NA,NA
BUT23_12_A_8,Spring,NA,NA,NA
BUT23_12_C_1,Spring,NA,NA,NA
BUT23_13_B_1,Spring,NA,NA,NA
BUT23_13_B_2,Spring,NA,NA,NA
BUT23_13_B_3,Spring,NA,NA,NA
BUT23_13_B_4,Spring,NA,NA,NA
BUT23_13_B_5,Spring,NA,NA,NA
BUT23_13_B_6,Spring,NA,NA,NA
BUT23_13_C_1,Spring,NA,NA,NA
BUT23_13_C_2,Spring,NA,NA,NA
BUT23_14_B_1,Spring,NA,NA,NA
BUT23_14_B_2,Spring,NA,NA,NA
BUT23_14_B_3,Spring,NA,NA,NA
BUT23_14_B_4,Spring,NA,NA,NA
BUT23_14_B_5,Spring,NA,NA,NA
BUT23_14_C_1,Spring,NA,NA,NA
BUT23_14_C_2,Spring,NA,NA,NA
BUT23_14_C_3,Spring,NA,NA,NA
BUT23_1_D_1,Spring,2022-11-09T07:59:59Z,105,Spring
BUT23_1_D_2,Spring,2022-11-10T10:00:00Z,97,Spring
BUT23_1_D_3,Spring,2022-11-10T10:00:00Z,95,Spring
BUT23_1_D_4,Spring,2022-11-10T10:00:00Z,100,Spring
BUT23_1_E_1,Spring,2022-11-11T09:00:00Z,129,Spring
BUT23_3_A_1,Spring,2022-12-05T08:51:00Z,32,Spring
BUT23_3_A_2,Spring,2022-12-08T09:39:59Z,103,Spring
BUT23_4_A_1,Spring,2022-12-19T09:00:00Z,119,Spring
BUT23_5_A_1,Spring,2023-01-02T09:54:00Z,33,NA
BUT23_5_A_3,Spring,2023-01-02T10:02:00Z,35,NA
BUT23_5_A_4,Spring,2023-01-02T10:08:00Z,34,NA
BUT23_5_A_5,Spring,2023-01-02T10:12:59Z,34,NA
BUT23_5_A_6,Spring,2023-01-02T10:19:00Z,34,NA
BUT23_5_A_7,Spring,2023-01-02T10:23:00Z,34,NA
BUT23_5_A_8,Spring,2023-01-02T10:24:59Z,35,NA
BUT23_6_A_1,Spring,2023-01-07T09:00:00Z,37,NA
BUT23_6_A_2,Spring,2023-01-07T09:00:00Z,37,NA
BUT23_6_A_3,Spring,2023-01-07T09:00:00Z,35,NA
BUT23_6_A_4,Spring,2023-01-07T09:00:00Z,36,NA
BUT23_6_A_5,Spring,2023-01-07T09:00:00Z,36,NA
BUT23_6_A_6,Spring,2023-01-07T09:00:00Z,35,NA
BUT23_6_A_7,Spring,2023-01-07T09:00:00Z,37,NA
BUT23_6_A_8,Spring,2023-01-07T09:00:00Z,35,NA
BUT23_7_A_1,Spring,2023-02-07T09:50:00Z,38,Spring
BUT23_7_A_2,Spring,2023-02-06T09:29:59Z,37,Spring
BUT23_7_A_3,Spring,2023-02-06T09:35:00Z,35,Spring
BUT23_7_A_4,Spring,2023-02-06T09:38:00Z,38,Spring
BUT23_7_A_5,Spring,2023-02-06T09:39:00Z,36,Spring
BUT23_7_A_6,Spring,2023-02-06T09:41:00Z,37,Spring
BUT23_7_A_7,Spring,2023-02-06T09:43:00Z,37,Spring
BUT23_8_A_3,Spring,2023-02-22T09:34:00Z,39,Spring
BUT23_8_A_4,Spring,2023-02-22T09:38:00Z,37,Spring
BUT23_8_A_5,Spring,2023-02-22T09:41:00Z,37,Spring
BUT23_8_A_6,Spring,2023-02-22T09:43:59Z,39,Spring
BUT23_8_A_7,Spring,2023-02-22T09:48:00Z,39,Spring
BUT23_8_A_8,Spring,2023-02-22T09:50:00Z,37,Spring
BUT23_9_A_1,Spring,2023-03-08T11:25:00Z,34,Spring
BUT23_9_A_2,Spring,2023-03-08T00:00:00Z,33,Spring
BUT23_9_A_3,Spring,2023-03-08T00:00:00Z,38,Spring
BUT23_9_A_4,Spring,2023-03-08T00:00:00Z,35,Spring
BUT23_9_A_5,Spring,2023-03-08T00:00:00Z,40,Spring
BUT23_9_A_6,Spring,2023-03-08T00:00:00Z,37,Spring
BUT23_9_A_7,Spring,2023-03-08T00:00:00Z,38,Spring
BUT23_9_A_8,Spring,2023-03-08T00:00:00Z,37,Spring
BUT24_10_A_2,Spring,2024-03-17T09:29:59Z,49,Spring
BUT24_10_B_1,Spring,2024-03-13T11:09:59Z,56,Spring
BUT24_10_B_2,Spring,2024-03-15T10:00:00Z,52,Spring
BUT24_10_B_3,Spring,2024-03-15T10:00:00Z,61,Spring
BUT24_10_B_4,Spring,2024-03-16T09:35:00Z,68,Spring
BUT24_10_B_5,Spring,2024-03-17T10:00:00Z,55,Spring
BUT24_10_B_6,Spring,2024-03-17T10:00:00Z,57,Spring
BUT24_10_B_7,Spring,2024-03-17T10:00:00Z,62,Spring
BUT24_10_C_1,Spring,2024-03-13T11:09:59Z,78,Spring
BUT24_10_C_2,Spring,2024-03-16T10:10:00Z,71,Spring
BUT24_10_C_3,Spring,2024-03-16T10:10:00Z,74,Spring
BUT24_11_C_1,Spring,2024-03-26T09:45:00Z,71,Spring
BUT24_11_C_2,Spring,2024-03-27T09:25:00Z,70,Spring
BUT24_11_C_3,Spring,2024-03-28T10:00:00Z,77,Spring
BUT24_12_B_1,Spring,2024-04-11T09:45:00Z,68,Spring
BUT24_12_C_1,Spring,2024-04-08T10:00:00Z,93,Spring
BUT24_12_C_2,Spring,2024-04-08T10:00:00Z,84,Spring
BUT24_12_C_3,Spring,2024-04-08T10:00:00Z,85,Spring
BUT24_12_D_1,Spring,2024-04-11T09:45:00Z,93,Spring
BUT24_13_C_1,Spring,2024-04-24T09:15:00Z,75,Spring
BUT24_13_D_1,Spring,2024-04-26T08:44:59Z,97,Spring
BUT24_13_D_2,Spring,2024-04-26T09:10:00Z,92,Spring
BUT24_13_D_3,Spring,2024-04-29T10:14:59Z,94,Spring
BUT24_13_D_4,Spring,2024-04-29T10:14:59Z,105,Spring
BUT24_13_D_5,Spring,2024-04-29T10:14:59Z,111,Spring
BUT24_14_D_1,Spring,2024-05-07T09:25:00Z,105,Spring
BUT24_14_D_2,Spring,2024-05-08T10:00:00Z,119,Spring
BUT24_14_D_3,Spring,2024-05-08T10:00:00Z,111,Spring
BUT24_3_A_1,Spring,2023-12-06T09:29:59Z,34,Spring
BUT24_3_A_2,Spring,2023-12-06T09:29:59Z,35,Spring
BUT24_3_A_3,Spring,2023-12-06T09:29:59Z,34,Spring
BUT24_3_A_4,Spring,2023-12-06T09:29:59Z,34,Spring
BUT24_3_A_5,Spring,2023-12-06T09:29:59Z,34,Spring
BUT24_4_A_1,Spring,2023-12-18T09:15:00Z,37,Spring
BUT24_4_A_2,Spring,2023-12-19T10:33:00Z,36,Spring
BUT24_4_A_3,Spring,2023-12-19T10:35:00Z,35,Spring
BUT24_4_A_4,Spring,2023-12-19T10:36:00Z,38,Spring
BUT24_4_A_5,Spring,2023-12-19T10:37:00Z,36,Spring
BUT24_5_A_1,Spring,2024-01-02T10:24:59Z,36,Spring
BUT24_5_A_10,Spring,2024-01-02T10:32:00Z,37,Spring
BUT24_5_A_2,Spring,2024-01-02T10:24:59Z,36,Spring
BUT24_5_A_3,Spring,2024-01-02T10:24:59Z,33,Spring
BUT24_5_A_4,Spring,2024-01-02T10:24:59Z,35,Spring
