sample_id,genetic_run_name,datetime_collected,fork_length_mm,field_run_name
BUT25_3_X_2,Spring,2024-12-14T09:30:00Z,32,Spring
BUT25_3_X_3,Spring,2024-12-14T09:30:00Z,34,Spring
BUT25_3_X_4,Spring,2024-12-14T09:30:00Z,36,Spring
BUT25_3_X_5,Spring,2024-12-14T09:30:00Z,37,Spring
BUT25_4_A_1,Spring,2024-12-16T09:27:00Z,34,Spring
BUT25_4_A_2,Spring,2024-12-16T09:30:00Z,32,Spring
BUT25_4_A_3,Spring,2024-12-17T09:08:00Z,32,Spring
BUT25_4_A_4,Spring,2024-12-17T09:10:00Z,33,Spring
BUT25_4_A_5,Spring,2024-12-17T09:13:00Z,35,Spring
BUT25_4_X_1,Unknown,2024-12-17T09:15:00Z,32,Spring
BUT25_4_X_2,Spring,2024-12-17T09:18:00Z,32,Spring
BUT25_4_X_3,Spring,2024-12-17T09:20:00Z,33,Spring
BUT25_4_X_4,Spring,2024-12-17T09:22:00Z,31,Spring
BUT25_4_X_5,Spring,2024-12-17T09:24:00Z,33,Spring
BUT25_5_A_1,Spring,2024-12-30T09:15:00Z,33,Spring
BUT25_5_A_2,Spring,2024-12-30T09:15:00Z,36,Spring
BUT25_5_A_3,Spring,2024-12-30T09:15:00Z,35,Spring
BUT25_5_A_4,Spring,2024-12-30T09:15:00Z,37,Spring
BUT25_5_A_5,Spring,2024-12-30T09:15:00Z,37,Spring
BUT25_5_A_6,Spring,2024-12-30T09:30:00Z,35,Spring
BUT25_5_A_7,Spring,2024-12-30T09:30:00Z,34,Spring
BUT25_5_A_8,Early/Late Heterozygous,2024-12-30T09:30:00Z,36,Spring
BUT25_5_X_1,Spring,2025-01-04T09:40:00Z,35,Spring
BUT25_5_X_2,Spring,2025-01-04T09:40:00Z,34,Spring
BUT25_5_X_3,Unknown,2025-01-04T09:40:00Z,33,Spring
BUT25_5_X_4,Spring,2025-01-04T09:40:00Z,36,Spring
BUT25_5_X_5,Spring,2025-01-04T09:40:00Z,36,Spring
BUT25_6_A_1,Spring,2025-01-13T09:11:00Z,37,Spring
BUT25_6_A_2,Spring,2025-01-13T09:13:00Z,35,Spring
BUT25_6_A_3,Spring,2025-01-13T09:15:00Z,36,Spring
BUT25_6_A_4,Spring,2025-01-13T09:17:00Z,36,Spring
BUT25_6_A_5,Spring,2025-01-13T09:19:00Z,35,Spring
BUT25_6_A_6,Early/Late Heterozygous,2025-01-13T09:20:00Z,35,Spring
BUT25_6_A_7,Early/Late Heterozygous,2025-01-13T10:23:00Z,35,Spring
BUT25_6_A_8,Spring,2025-01-13T10:23:00Z,36,Spring
BUT25_7_A_1,Spring,2025-01-27T09:49:00Z,36,Spring
BUT25_7_A_2,Spring,2025-01-27T09:50:00Z,35,Spring
BUT25_7_A_3,Spring,2025-01-27T09:52:00Z,37,Spring
BUT25_7_A_4,Spring,2025-01-27T09:54:00Z,38,Spring
BUT25_7_A_5,Spring,2025-01-27T09:56:00Z,36,Spring
BUT25_7_A_6,Spring,2025-01-27T09:59:00Z,34,Spring
BUT25_7_A_7,Spring,2025-01-27T10:00:00Z,35,Spring
BUT25_7_A_8,Spring,2025-01-27T10:03:00Z,37,Spring
BUT25_8_A_1,Spring,2025-02-14T09:15:00Z,48,NA
BUT25_8_A_2,Unknown,2025-02-14T09:10:00Z,50,NA
BUT25_9_A_1,Spring,2025-02-27T09:05:00Z,36,Spring
CLR25_10_A_1,Fall,2025-03-10T09:55:00Z,36,Fall
CLR25_10_A_10,Early/Late Heterozygous,2025-03-10T10:20:00Z,36,Fall
CLR25_10_A_11,Fall,2025-03-10T10:24:00Z,38,Fall
CLR25_10_A_12,Fall,2025-03-10T10:27:00Z,35,Fall
CLR25_10_A_13,Fall,2025-03-11T09:44:00Z,31,Fall
CLR25_10_A_14,Fall,2025-03-11T09:53:00Z,33,Fall
CLR25_10_A_15,Fall,2025-03-11T09:55:00Z,36,Fall
CLR25_10_A_16,Fall,2025-03-11T09:58:00Z,39,Fall
CLR25_10_A_17,Fall,2025-03-11T09:59:00Z,36,Fall
CLR25_10_A_18,Fall,2025-03-12T10:55:00Z,39,Fall
CLR25_10_A_19,Fall,2025-03-12T10:59:00Z,31,Fall
CLR25_10_A_2,Fall,2025-03-10T09:59:00Z,40,Fall
CLR25_10_A_20,Fall,2025-03-12T11:04:00Z,35,Fall
CLR25_10_A_21,Fall,2025-03-13T10:11:00Z,37,Fall
CLR25_10_A_22,Fall,2025-03-13T10:15:00Z,35,Fall
CLR25_10_A_23,Early/Late Heterozygous,2025-03-13T10:18:00Z,36,Fall
CLR25_10_A_24,Unknown,2025-03-13T10:23:00Z,36,Fall
CLR25_10_A_25,Early/Late Heterozygous,2025-03-13T10:31:00Z,34,Fall
CLR25_10_A_26,Fall,2025-03-14T10:09:00Z,35,Fall
CLR25_10_A_27,Fall,2025-03-14T10:09:00Z,33,Fall
CLR25_10_A_28,Early/Late Heterozygous,2025-03-14T10:09:00Z,41,Fall
CLR25_10_A_29,Fall,2025-03-14T10:09:00Z,38,Fall
CLR25_10_A_3,Fall,2025-03-10T10:01:00Z,37,Fall
CLR25_10_A_30,Fall,2025-03-14T10:09:00Z,35,Fall
CLR25_10_A_4,Fall,2025-03-10T10:04:00Z,34,Fall
CLR25_10_A_5,Early/Late Heterozygous,2025-03-10T10:07:00Z,36,Fall
CLR25_10_A_6,Fall,2025-03-10T10:09:00Z,39,Fall
CLR25_10_A_7,Fall,2025-03-10T10:12:00Z,44,Fall
CLR25_10_A_8,Fall,2025-03-10T10:14:00Z,38,Fall
CLR25_10_A_9,Fall,2025-03-10T10:17:00Z,39,Fall
CLR25_10_B_1,Early/Late Heterozygous,2025-03-10T09:51:00Z,61,Fall
CLR25_11_A_10,Fall,2025-03-26T11:09:00Z,34,Fall
CLR25_11_A_11,Fall,2025-03-26T11:09:00Z,39,Fall
CLR25_11_A_12,Fall,2025-03-26T11:09:00Z,45,Fall
CLR25_11_A_13,Fall,2025-03-26T11:09:00Z,34,Fall
CLR25_11_A_14,Fall,2025-03-26T11:09:00Z,33,Fall
CLR25_11_A_15,Fall,2025-03-26T11:09:00Z,33,Fall
CLR25_11_A_16,Fall,2025-03-26T11:09:00Z,34,Fall
CLR25_11_A_17,Fall,2025-03-26T11:09:00Z,36,Fall
CLR25_11_A_18,Fall,2025-03-27T09:53:00Z,35,Fall
CLR25_11_A_19,Early/Late Heterozygous,2025-03-27T09:55:00Z,34,Fall
CLR25_11_A_20,Fall,2025-03-27T09:57:00Z,34,Fall
CLR25_11_A_21,Fall,2025-03-27T10:00:00Z,36,Fall
CLR25_11_A_22,Fall,2025-03-27T10:03:00Z,33,Fall
CLR25_11_A_23,Early/Late Heterozygous,2025-03-27T10:05:00Z,34,Fall
CLR25_11_A_24,Early/Late Heterozygous,2025-03-28T09:26:00Z,35,Fall
CLR25_11_A_25,Fall,2025-03-28T09:27:00Z,34,Fall
CLR25_11_A_26,Fall,2025-03-29T09:25:00Z,31,Fall
CLR25_11_A_27,Fall,2025-03-29T09:25:00Z,34,Fall
CLR25_11_A_28,Fall,2025-03-29T09:25:00Z,34,Fall
CLR25_11_A_29,Early/Late Heterozygous,2025-03-29T09:25:00Z,33,Fall
CLR25_11_A_3,Fall,2025-03-25T09:54:00Z,46,Fall
CLR25_11_A_30,Fall,2025-03-29T09:25:00Z,32,Fall
CLR25_11_A_4,Fall,2025-03-25T09:56:00Z,35,Fall
CLR25_11_A_5,Fall,2025-03-25T09:59:00Z,38,Fall
CLR25_11_A_6,Early/Late Heterozygous,2025-03-25T10:01:00Z,37,Fall
CLR25_11_A_7,Fall,2025-03-25T10:03:00Z,36,Fall
CLR25_11_A_8,Fall,2025-03-25T10:06:00Z,35,Fall
CLR25_11_A_9,Fall,2025-03-25T10:08:00Z,34,Fall
CLR25_11_B_1,Fall,2025-03-27T09:45:00Z,63,Fall
CLR25_11_B_2,Early/Late Heterozygous,2025-03-28T09:20:00Z,80,Spring
CLR25_11_X_1,Fall,2025-03-28T09:22:00Z,91,Spring
CLR25_12_A_1,Fall,2025-04-08T09:25:00Z,39,Fall
CLR25_12_A_10,Fall,2025-04-10T09:39:00Z,35,Fall
CLR25_12_A_2,Fall,2025-04-09T09:51:00Z,36,Fall
CLR25_12_A_3,Fall,2025-04-09T09:51:00Z,32,Fall
CLR25_12_A_4,Fall,2025-04-09T09:51:00Z,31,Fall
CLR25_12_A_5,Fall,2025-04-09T09:51:00Z,33,Fall
CLR25_12_A_6,Early/Late Heterozygous,2025-04-09T09:51:00Z,31,Fall
CLR25_12_A_8,Fall,2025-04-10T09:32:00Z,36,Fall
CLR25_12_A_9,Fall,2025-04-10T09:39:00Z,34,Fall
CLR25_12_B_1,Fall,2025-04-07T10:00:00Z,59,Fall
CLR25_12_B_10,Fall,2025-04-11T09:18:00Z,74,Fall
CLR25_12_B_11,Fall,2025-04-12T11:15:00Z,74,Fall
CLR25_12_B_2,Fall,2025-04-08T09:30:00Z,79,Spring
CLR25_12_B_3,Fall,2025-04-09T09:51:00Z,72,Fall
CLR25_12_B_4,Early/Late Heterozygous,2025-04-09T09:51:00Z,65,Fall
CLR25_12_B_5,Fall,2025-04-09T09:51:00Z,62,Fall
CLR25_12_B_6,Early/Late Heterozygous,2025-04-09T09:51:00Z,69,Fall
CLR25_12_B_7,Early/Late Heterozygous,2025-04-09T09:51:00Z,71,Fall
CLR25_12_B_8,Fall,2025-04-10T09:47:00Z,71,Fall
CLR25_12_B_9,Fall,2025-04-10T09:47:00Z,70,Fall
CLR25_13_A_1,Fall,2025-04-22T09:08:00Z,36,NA
CLR25_13_A_2,Fall,2025-04-22T09:15:00Z,36,NA
CLR25_13_A_3,Fall,2025-04-25T09:11:00Z,38,NA
CLR25_13_A_4,Fall,2025-04-25T09:14:00Z,37,NA
CLR25_13_A_6,Fall,2025-04-23T11:00:00Z,36,NA
CLR25_13_A_7,Fall,2025-04-23T11:00:00Z,35,NA
CLR25_13_A_8,Fall,2025-04-23T11:08:00Z,35,NA
CLR25_13_B_1,Fall,2025-04-22T09:08:00Z,79,Fall
CLR25_13_B_2,Unknown,2025-04-22T09:12:00Z,72,Fall
CLR25_13_B_3,Fall,2025-04-23T11:04:00Z,70,Fall
CLR25_13_B_4,Fall,2025-04-24T12:48:00Z,63,Fall
CLR25_13_B_5,Early/Late Heterozygous,2025-04-26T12:52:00Z,62,Fall
CLR25_13_B_6,Fall,2025-04-24T12:54:00Z,68,Fall
CLR25_13_B_7,Fall,2025-04-25T09:05:00Z,71,Fall
CLR25_13_B_8,Early/Late Heterozygous,2025-04-25T09:08:00Z,61,Fall
CLR25_13_B_9,Early/Late Heterozygous,2025-04-26T09:45:00Z,70,Fall
CLR25_13_C_1,Fall,2025-04-24T12:54:00Z,87,Spring
CLR25_13_C_2,Fall,2025-04-24T12:57:00Z,82,Fall
CLR25_14_A_1,Fall,2025-05-06T11:15:00Z,50,Fall
CLR25_14_A_2,Fall,2025-05-07T10:20:00Z,32,NA
CLR25_14_A_3,Fall,2025-05-10T10:32:00Z,34,NA
CLR25_14_B_1,Fall,2025-05-05T09:45:00Z,68,Fall
CLR25_14_B_11,Fall,2025-05-09T09:22:00Z,57,Fall
CLR25_14_B_2,Fall,2025-05-06T11:18:00Z,66,Fall
CLR25_14_B_3,Fall,2025-05-06T11:20:00Z,64,Fall
CLR25_14_B_4,Fall,2025-05-06T11:23:00Z,70,Fall
CLR25_14_B_5,Fall,2025-05-07T10:15:00Z,72,Fall
CLR25_14_B_6,Fall,2025-05-08T10:16:00Z,71,Fall
CLR25_14_B_7,Fall,2025-05-08T10:17:00Z,76,Fall
CLR25_14_B_8,Early/Late Heterozygous,2025-05-09T09:18:00Z,67,Fall
CLR25_14_B_9,Fall,2025-05-09T09:18:00Z,60,Fall
CLR25_2_A_1,Spring,2024-11-22T18:29:00Z,31,Spring
CLR25_2_A_10,Spring,2024-11-24T00:00:00Z,34,Spring
CLR25_2_A_11,Spring,2024-11-24T00:00:00Z,33,Spring
CLR25_2_A_12,Spring,2024-11-24T00:00:00Z,32,Spring
CLR25_2_A_13,Spring,2024-11-24T00:00:00Z,33,Spring
CLR25_2_A_14,Spring,2024-11-24T00:00:00Z,34,Spring
CLR25_2_A_15,Spring,2024-11-24T00:00:00Z,34,Spring
CLR25_2_A_16,Spring,2024-11-24T00:00:00Z,34,Spring
CLR25_2_A_17,Spring,2024-11-24T00:00:00Z,34,Spring
CLR25_2_A_18,Spring,2024-11-24T00:00:00Z,34,Spring
CLR25_2_A_19,Spring,2024-11-24T00:00:00Z,33,Spring
CLR25_2_A_2,Early/Late Heterozygous,2024-11-23T09:02:00Z,29,Spring
CLR25_2_A_20,Spring,2024-11-24T00:00:00Z,34,Spring
CLR25_2_A_3,Early/Late Heterozygous,2024-11-23T09:13:00Z,30,Spring
CLR25_2_A_4,Spring,2024-11-24T00:00:00Z,33,Spring
CLR25_2_A_5,Spring,2024-11-24T00:00:00Z,34,Spring
CLR25_2_A_6,Spring,2024-11-24T00:00:00Z,33,Spring
CLR25_2_A_7,Spring,2024-11-24T00:00:00Z,34,Spring
CLR25_2_A_8,Spring,2024-11-24T00:00:00Z,33,Spring
CLR25_2_A_9,Unknown,2024-11-24T00:00:00Z,34,Spring
CLR25_2_X_1,Early/Late Heterozygous,2024-11-24T13:02:00Z,81,Winter
CLR25_3_A_1,Spring,2024-12-05T10:47:00Z,33,Fall
CLR25_3_A_2,Spring,2024-12-05T10:53:00Z,34,Fall
CLR25_3_A_3,Spring,2024-12-06T09:49:00Z,35,Fall
CLR25_3_A_4,Spring,2024-12-06T09:54:00Z,32,Fall
CLR25_3_A_5,Unknown,2024-12-07T09:56:00Z,34,Fall
CLR25_3_A_6,Spring,2024-12-07T09:58:00Z,34,Fall
CLR25_5_A_1,Early/Late Heterozygous,2024-12-31T11:37:00Z,36,Fall
CLR25_5_A_10,Early/Late Heterozygous,2024-12-31T12:27:00Z,36,Fall
CLR25_5_A_11,Early/Late Heterozygous,2025-01-01T09:30:00Z,36,Fall
CLR25_5_A_12,Fall,2025-01-01T09:36:00Z,37,Fall
CLR25_5_A_13,Early/Late Heterozygous,2025-01-01T09:37:00Z,30,Fall
CLR25_5_A_14,Early/Late Heterozygous,2025-01-01T09:39:00Z,34,Fall
CLR25_5_A_15,Early/Late Heterozygous,2025-01-01T09:40:00Z,36,Fall
CLR25_5_A_16,Spring,2025-01-01T09:41:00Z,35,Fall
CLR25_5_A_17,Fall,2025-01-01T09:44:00Z,36,Fall
CLR25_5_A_18,Early/Late Heterozygous,2025-01-01T09:45:00Z,37,Fall
CLR25_5_A_19,Early/Late Heterozygous,2025-01-01T09:48:00Z,37,Fall
CLR25_5_A_2,Early/Late Heterozygous,2024-12-31T11:37:00Z,36,Fall
CLR25_5_A_20,Early/Late Heterozygous,2025-01-01T09:49:00Z,35,Fall
CLR25_5_A_21,Early/Late Heterozygous,2025-01-01T09:52:00Z,35,Fall
CLR25_5_A_22,Early/Late Heterozygous,2025-01-01T09:53:00Z,37,Fall
CLR25_5_A_23,Fall,2025-01-01T10:00:00Z,36,Fall
CLR25_5_A_24,Fall,2025-01-02T11:02:00Z,38,Fall
CLR25_5_A_25,Early/Late Heterozygous,2025-01-02T11:04:00Z,36,Fall
CLR25_5_A_26,Early/Late Heterozygous,2025-01-02T11:08:00Z,36,Fall
CLR25_5_A_27,Fall,2025-01-02T11:10:00Z,36,Fall
CLR25_5_A_28,Early/Late Heterozygous,2025-01-02T11:13:00Z,39,Fall
CLR25_5_A_29,Early/Late Heterozygous,2025-01-02T11:19:00Z,32,Fall
CLR25_5_A_3,Early/Late Heterozygous,2024-12-31T11:44:00Z,37,Fall
CLR25_5_A_30,Early/Late Heterozygous,2025-01-02T11:23:00Z,36,Fall
CLR25_5_A_4,Early/Late Heterozygous,2024-12-31T11:44:00Z,37,Fall
CLR25_5_A_5,Early/Late Heterozygous,2024-12-31T11:50:00Z,36,Fall
CLR25_5_A_6,Early/Late Heterozygous,2024-12-31T11:50:00Z,38,Fall
CLR25_5_A_7,Early/Late Heterozygous,2024-12-31T12:17:00Z,37,Fall
CLR25_5_A_8,Fall,2024-12-31T12:22:00Z,36,Fall
CLR25_5_A_9,Fall,2024-12-31T12:22:00Z,36,Fall
CLR25_5_X_1,Spring,2025-01-05T09:12:00Z,39,Fall
CLR25_5_X_2,Fall,2025-01-05T09:16:00Z,33,Fall
CLR25_5_X_3,Spring,2025-01-05T09:20:00Z,38,Fall
CLR25_5_X_4,Early/Late Heterozygous,2025-01-05T09:25:00Z,36,Fall
CLR25_5_X_5,Early/Late Heterozygous,2025-01-05T15:32:00Z,35,Fall
CLR25_6_A_1,Early/Late Heterozygous,2025-01-13T09:28:00Z,34,NA
CLR25_6_A_10,Early/Late Heterozygous,2025-01-15T10:51:00Z,32,NA
CLR25_6_A_11,Early/Late Heterozygous,2025-01-15T10:54:00Z,34,NA
CLR25_6_A_12,Early/Late Heterozygous,2025-01-15T11:03:00Z,33,NA
CLR25_6_A_13,Early/Late Heterozygous,2025-01-15T11:09:00Z,36,NA
CLR25_6_A_14,Fall,2025-01-15T11:25:00Z,36,NA
CLR25_6_A_15,Spring,2025-01-15T11:29:00Z,38,NA
CLR25_6_A_16,Fall,2025-01-15T11:39:00Z,30,NA
CLR25_6_A_17,Fall,2025-01-15T11:42:00Z,55,NA
CLR25_6_A_18,Early/Late Heterozygous,2025-01-15T11:48:00Z,38,NA
CLR25_6_A_19,Early/Late Heterozygous,2025-01-15T11:55:00Z,36,NA
CLR25_6_A_2,Fall,2025-01-13T09:32:00Z,36,NA
CLR25_6_A_20,Unknown,2025-01-16T12:33:00Z,32,NA
CLR25_6_A_21,Unknown,2025-01-16T12:45:00Z,32,NA
CLR25_6_A_22,Fall,2025-01-16T13:00:00Z,35,NA
CLR25_6_A_23,Fall,2025-01-16T13:06:00Z,30,NA
CLR25_6_A_24,Early/Late Heterozygous,2025-01-16T13:21:00Z,39,NA
CLR25_6_A_25,Fall,2025-01-16T13:26:00Z,32,NA
CLR25_6_A_26,Unknown,2025-01-16T13:30:00Z,29,NA
CLR25_6_A_27,Early/Late Heterozygous,2025-01-16T13:38:00Z,38,NA
CLR25_6_A_28,Early/Late Heterozygous,2025-01-16T13:41:00Z,33,NA
CLR25_6_A_29,Early/Late Heterozygous,2025-01-16T14:05:00Z,33,NA
CLR25_6_A_3,Early/Late Heterozygous,2025-01-13T09:36:00Z,40,NA
CLR25_6_A_30,Early/Late Heterozygous,2025-01-17T10:14:00Z,37,NA
CLR25_6_A_4,Early/Late Heterozygous,2025-01-13T09:44:00Z,37,NA
CLR25_6_A_5,Early/Late Heterozygous,2025-01-13T09:51:00Z,37,NA
CLR25_6_A_6,Fall,2025-01-13T09:57:00Z,37,NA
CLR25_6_A_7,Early/Late Heterozygous,2025-01-14T11:20:00Z,37,NA
CLR25_6_A_8,Fall,2025-01-14T11:28:00Z,39,NA
CLR25_6_A_9,Fall,2025-01-14T11:43:00Z,38,NA
CLR25_6_X_1,Early/Late Heterozygous,2025-01-17T10:18:00Z,34,NA
CLR25_6_X_2,Fall,2025-01-17T10:22:00Z,36,NA
CLR25_6_X_3,Early/Late Heterozygous,2025-01-17T10:28:00Z,32,NA
CLR25_6_X_4,Early/Late Heterozygous,2025-01-17T10:38:00Z,31,NA
CLR25_6_X_5,Early/Late Heterozygous,2025-01-17T10:47:00Z,37,NA
CLR25_7_A_1,Fall,2025-01-27T10:45:00Z,33,NA
CLR25_7_A_10,Fall,2025-01-29T10:52:00Z,31,NA
CLR25_7_A_11,Early/Late Heterozygous,2025-01-29T10:57:00Z,34,NA
CLR25_7_A_12,Early/Late Heterozygous,2025-01-29T10:59:00Z,38,NA
CLR25_7_A_13,Fall,2025-01-29T11:02:00Z,33,NA
CLR25_7_A_14,Early/Late Heterozygous,2025-01-29T11:07:00Z,38,NA
CLR25_7_A_15,Fall,2025-01-29T11:12:00Z,40,NA
CLR25_7_A_16,Fall,2025-01-29T11:16:00Z,32,NA
CLR25_7_A_17,Fall,2025-01-29T11:19:00Z,33,NA
CLR25_7_A_18,Fall,2025-01-29T11:23:00Z,33,NA
CLR25_7_A_19,Fall,2025-01-30T09:11:00Z,31,NA
CLR25_7_A_2,Early/Late Heterozygous,2025-01-27T10:45:00Z,36,NA
CLR25_7_A_20,Fall,2025-01-30T09:14:00Z,39,NA
CLR25_7_A_21,Fall,2025-01-30T09:22:00Z,32,NA
CLR25_7_A_22,Early/Late Heterozygous,2025-01-30T09:23:00Z,31,NA
CLR25_7_A_23,Early/Late Heterozygous,2025-01-30T09:29:00Z,33,NA
CLR25_7_A_24,Early/Late Heterozygous,2025-01-30T09:30:00Z,37,NA
CLR25_7_A_25,Early/Late Heterozygous,2025-01-30T09:36:00Z,39,NA
CLR25_7_A_26,Early/Late Heterozygous,2025-01-30T09:37:00Z,36,NA
CLR25_7_A_27,Early/Late Heterozygous,2025-01-30T09:43:00Z,37,NA
CLR25_7_A_28,Fall,2025-01-30T09:50:00Z,32,NA
CLR25_7_A_29,Early/Late Heterozygous,2025-01-30T09:51:00Z,36,NA
CLR25_7_A_3,Early/Late Heterozygous,2025-01-27T10:45:00Z,34,NA
CLR25_7_A_30,Fall,2025-01-31T09:50:00Z,37,NA
CLR25_7_A_4,Fall,2025-01-27T10:45:00Z,34,NA
CLR25_7_A_5,Fall,2025-01-27T10:45:00Z,37,NA
CLR25_7_A_6,Fall,2025-01-27T10:45:00Z,37,NA
CLR25_7_A_7,Early/Late Heterozygous,2025-01-27T10:45:00Z,34,NA
CLR25_7_A_8,Early/Late Heterozygous,2025-01-27T10:45:00Z,35,NA
CLR25_7_A_9,Fall,2025-01-29T10:48:00Z,38,NA
CLR25_8_A_1,Fall,2025-02-11T09:54:00Z,34,Fall
CLR25_8_A_10,Fall,2025-02-11T09:54:00Z,32,Fall
CLR25_8_A_11,Fall,2025-02-11T09:54:00Z,31,Fall
CLR25_8_A_12,Fall,2025-02-11T09:54:00Z,32,Fall
CLR25_8_A_13,Fall,2025-02-12T12:05:00Z,33,Fall
CLR25_8_A_14,Fall,2025-02-12T12:08:00Z,35,Fall
CLR25_8_A_15,Fall,2025-02-12T12:15:00Z,32,Fall
CLR25_8_A_16,Spring,2025-02-12T12:23:00Z,44,Fall
CLR25_8_A_17,Early/Late Heterozygous,2025-02-12T12:27:00Z,34,Fall
CLR25_8_A_18,Fall,2025-02-12T12:32:00Z,33,Fall
